Dilation step;Oxidation time [h];Porosity [%]; Cr content [%]
0;0;28.402100;22
1;15.4106;27.076384;21.1411;
2;61.6423;25.834707;20.3367;
3;138.695;25.834707;19.8417
4;246.569;24.618660;19.0389;
5;385.264;24.618660;18.5324
6;554.78;23.432182;17.7346;
7;755.118;23.432182;17.1936
8;986.276;22.276920;16.4021;
9;1248.26;22.276920;15.8246
10;1541.06;21.159983;15.0446;
11;1864.68;21.159983;14.4266
12;2219.12;20.083542;13.6602;
13;2604.39;20.083542;12.9997
14;3020.47;19.058310;12.255;
15;3467.38;19.058310;11.5491
16;3945.1;18.089367;10.8307;
17;4453.65;18.089367;10.0773
18;4993.02;17.170465;9.38154;
